BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s2)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s3)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s4)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
Ar(1s5)                                                         
total_cross_sections_paschen_superelastic.txt
--------------------------------------------------
O2                                                              
o2_cs.txt
--------------------------------------------------
O2(0.98)                                                        
o2_cs.txt
--------------------------------------------------
O2(1.63)                                                        
o2_cs.txt
--------------------------------------------------
H2O                                                             
h2o_and_h_cs.txt
--------------------------------------------------
H                                                               
h2o_and_h_cs.txt
--------------------------------------------------
H(2p)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
H(2s)(10.2eV)                                                   
h2o_and_h_cs.txt
--------------------------------------------------
Hm                                                              
h2o_and_h_cs.txt
 
 
 
13.52	0.5292E+25
14.37	0.5655E+25
15.33	0.6085E+25
16.44	0.6583E+25
17.70	0.7158E+25
19.14	0.7820E+25
20.80	0.8577E+25
22.70	0.9439E+25
24.88	0.1042E+26
27.38	0.1154E+26
30.25	0.1281E+26
33.55	0.1429E+26
37.35	0.1603E+26
41.74	0.1810E+26
46.84	0.2061E+26
52.80	0.2375E+26
59.81	0.2771E+26
68.12	0.3282E+26
78.06	0.3950E+26
 
 
Energy (eV)	Total collision freq. /N (m3/s)
0.6677E-01	0.7029E-14
0.7373E-01	0.7263E-14
0.7971E-01	0.7427E-14
0.8557E-01	0.7570E-14
0.9166E-01	0.7713E-14
0.9805E-01	0.7856E-14
0.1048	0.8002E-14
0.1123	0.8162E-14
0.1204	0.8326E-14
0.1295	0.8509E-14
0.1404	0.8727E-14
0.1538	0.8999E-14
0.1708	0.9347E-14
0.1932	0.9811E-14
0.2228	0.1044E-13
0.2614	0.1127E-13
0.3100	0.1232E-13
0.3686	0.1360E-13
0.4352	0.1505E-13
0.5075	0.1663E-13
0.5838	0.1829E-13
0.6618	0.1998E-13
0.7414	0.2169E-13
0.8229	0.2345E-13
0.9069	0.2526E-13
0.9948	0.2716E-13
1.290	0.3520E-13
1.371	0.3692E-13
1.461	0.3886E-13
1.560	0.4107E-13
1.669	0.4357E-13
1.789	0.4640E-13
1.918	0.4957E-13
2.058	0.5311E-13
2.208	0.5705E-13
2.368	0.6142E-13
2.534	0.6611E-13
2.713	0.7141E-13
2.903	0.7723E-13
3.102	0.8356E-13
3.307	0.9033E-13
3.517	0.9747E-13
3.728	0.1049E-12
3.937	0.1124E-12
4.140	0.1199E-12
4.337	0.1273E-12
4.524	0.1345E-12
4.702	0.1414E-12
4.871	0.1481E-12
5.031	0.1545E-12
5.184	0.1607E-12
5.332	0.1666E-12
5.475	0.1724E-12
5.615	0.1781E-12
5.753	0.1838E-12
5.892	0.1893E-12
6.031	0.1949E-12
6.172	0.2005E-12
6.316	0.2061E-12
6.463	0.2118E-12
6.614	0.2175E-12
6.770	0.2233E-12
6.932	0.2291E-12
7.100	0.2350E-12
7.275	0.2410E-12
7.458	0.2470E-12
7.651	0.2531E-12
7.855	0.2592E-12
8.070	0.2655E-12
8.300	0.2718E-12
8.547	0.2783E-12
8.812	0.2849E-12
9.100	0.2916E-12
9.413	0.2985E-12
9.756	0.3055E-12
10.13	0.3126E-12
10.55	0.3199E-12
11.02	0.3273E-12
11.54	0.3348E-12
12.12	0.3423E-12
12.78	0.3499E-12
13.52	0.3575E-12
14.37	0.3650E-12
15.33	0.3724E-12
16.44	0.3796E-12
17.70	0.3865E-12
19.14	0.3932E-12
20.80	0.3995E-12
22.70	0.4054E-12
24.88	0.4108E-12
27.38	0.4158E-12
30.25	0.4203E-12
33.55	0.4243E-12
37.35	0.4278E-12
41.74	0.4309E-12
46.84	0.4336E-12
52.80	0.4358E-12
59.81	0.4376E-12
68.12	0.4388E-12
78.06	0.4395E-12
 
 
Energy (eV)	Momentum frequency /N (m3/s)
0.6677E-01	0.7755E-14
0.7373E-01	0.8077E-14
0.7971E-01	0.8289E-14
0.8557E-01	0.8477E-14
0.9166E-01	0.8665E-14
0.9805E-01	0.8857E-14
0.1048	0.9054E-14
0.1123	0.9266E-14
0.1204	0.9486E-14
0.1295	0.9741E-14
0.1404	0.1001E-13
0.1538	0.1034E-13
0.1708	0.1072E-13
0.1932	0.1120E-13
0.2228	0.1181E-13
0.2614	0.1259E-13
0.3100	0.1357E-13
0.3686	0.1479E-13
0.4352	0.1625E-13
0.5075	0.1793E-13
0.5838	0.1983E-13
0.6618	0.2190E-13
0.7414	0.2411E-13
0.8229	0.2645E-13
0.9069	0.2890E-13
0.9948	0.3149E-13
1.290	0.3710E-13
1.371	0.3994E-13
1.461	0.4302E-13
1.560	0.4638E-13
1.669	0.5009E-13
1.789	0.5417E-13
1.918	0.5870E-13
2.058	0.6370E-13
2.208	0.6922E-13
2.368	0.7529E-13
2.534	0.8182E-13
2.713	0.8910E-13
2.903	0.9709E-13
3.102	0.1058E-12
3.307	0.1151E-12
3.517	0.1251E-12
3.728	0.1355E-12
3.937	0.1463E-12
4.140	0.1572E-12
4.337	0.1681E-12
4.524	0.1789E-12
4.702	0.1893E-12
4.871	0.1993E-12
5.031	0.2090E-12
